,Category,Response_preprocessed
2120,OutOfOffice,"I am out of the office until Wednesday 9/16/20. Please contact Amanda Wood for assistance with transportation at amanda.wood@valmont.com
Send delivery sheets to mccookdeliveryinstrshts@valmont.com
The information contained in this E-mail message and the documents accompanying this message are privileged and confidential, and may be protected from disclosure. Please be aware that any use, printing, copying, disclosure or dissemination of this communication may be subject to legal restriction or sanction. If you think that you have received this E-mail message in error, please reply to the sender."
3165,Deactivated,I have not made any inquiry from this email address.Thanks
2852,ConnectLater,"Thanks for your interest and follow up.
May be we can connect after few weeks."
2119,OutOfOffice,"I will be out of the office today with limited access to my email. Please reach out to Anne Lachance for assistance, thank you!"
973,ReferredSomeone,"I no longer work at ANM. For any marketing related questions, please contact Lititia Phillips, at Lititia.phillips@anm.com<mailto:Lititia.phillips@anm.com>.
Have a great day,"
2956,OutOfOffice,I am on leave today. Please expect a delay in response to email.
883,OutOfOffice,"I am on PTO and will be resuming office on Monday, November 2, 2020
For anything important I can be reached on my hand phone +919910061930.
Regards
Ashish"
1098,OutOfOffice,I may be out of office
156,OutOfOffice,"I am out of the office for Wednesday afternoon, Thursday, and Friday.
If the request is urgent please text me on my cell phone."
2418,OutOfOffice,I am out of the office traveling on business. Thanks-Cheryl
886,OutOfOffice,Thank you for your email! I'll be out of the office Dec. 19 - Jan. 1 and will have limited access to email/voicemail. Please expect a delay in my response.
3174,ReferredSomeone,Thanks for the email I have moved out and currently not associated with Multi Recruit please email praveen@multirecruit.com.        
1808,Deactivated,"Hi Sonia, we don't engage third party for recruitment"
1512,OutOfOffice,"I am out of the office on annual leave from Thursday 24th December 2020 until Monday 18th January 2021.
The Finance office is closed from 24th December until 4th January."
2627,OutOfOffice,I am not in office today and will have limited access to mails. I will respond to your mails on my return on November 23.
2096,OutOfOffice,"Thank you for your email. Due to some urgency, I am on leave. Pl expect a delay in response."
2686,OutOfOffice,"Thank you for your mail.
I am on leave and will have intermittent access to mails, please do sms/whattsapp in case of urgency."
2257,OutOfOffice,I am in holidays until the 2nd of November.
1671,ReferredSomeone,Please note that my email address has now changed. You can reach me at sdelmar@grimsp.com
1453,OutOfOffice,"I am currently on short leave with limited access to my emails.
P.S. Kindly ensure to copy me on all your mails in relation to the above."
1505,OutOfOffice,"I am out of the office today. If you need immediate assistance, please contact Justin Ellis (justin.ellis@la-z-boy.com) or Tim Maxey (tim.maxey@la-z-boy.com).
Thank you"
2806,OutOfOffice,"I am travelling on business with limited access to emails and phone. Please expect delay in my response. I shall be back in office on Feb 13, 2020 and respond at the earliest."
458,SeekingMoreInfo,"For sure I will be interested in knowing more.. My property is currently
rented and I am expecting my tenant to vacate by end of this year.. So a
little bit of understanding on hoe this works will be useful for the
future.. Please also indicate how you support an NRI customer .
regards
Amit Sharma"
2095,OutOfOffice,"I am currently out of the office. If you require immediate attention please call the Service Desk, otherwise I will reply at my earliest convenience."
78,OutOfOffice,"?I will be out of the office Frfiday afternoon, September 11th."
3084,SeekingMoreInfo,I like my job at this moment.Working 36 hours in 4 days.Nice car and good paycheck.I only can concider this if i get the same working thermes and a basic salary of 2824750- per month.Then ill would think about it.   no garantiesMet vriendelijke groetRoy Kessels
1056,SeekingMoreInfo,"Thanks for your email. It will be great if you can send me some product
information materials for greater insights."
906,ConnectLater,"We have received Your e-mail.
Pl. note that this is a computer generated reply.We will revert shortly after going
through the contents.
with best wishes / regards,"
1778,OutOfOffice,"I will be away from the office and returning Monday, September 21. If you require immediate assistance, please contact Tajinder Gill at tgill@horizonrecruit.com."
2764,OutOfOffice,Thanks so much for your message. Im currently out of the office and may be delayed in responding. I'll get back to you as soon as a I can.
2855,OutOfOffice,"Thank you for your message. I will be out of the office until Monday, January 4th. Wishing you a healthy and happy holiday season!"
380,OutOfOffice,"19th June is a holiday in Philippines. Sorry for the inconvenience due to delayed response.
Thank you and Regards
Vinit"
947,ConnectLater,"Many thanks for your email.
Our booking co-ordinators will deal with your request.
Kind Regards,
Cpl Healthcare Booking Team.
This is a CPL Healthcare message delivered by Kayako
[https://kayako.com]."
1940,AgreedToMeet,"Yes, I am interested. can you tell me the charges for the same."
2225,ConnectLater,"Currently due to covid-19 our plant is in lock down, so we will let you know our requirement after lockdown period ends."
715,OutOfOffice,"Thank you for writing in. I am out of office until Jan 11th 2021. I
will respond to your email once I am back on Monday. For anything that
cannot wait, please contact isaac.kimani@samasource.org
Regards
Surabhi"
2126,ConnectLater,Sorry I overlooked my calendar. I am not available this Thursday. Pls suggest another date. Thanks
686,OutOfOffice,"I will be out of the office Tuesday-Thursday (12/31 thru 1/2). I will be checking email periodically. Please leave a message and I will get back to you as soon as I can.
Thank you."
2718,OutOfOffice,"Am on a Annual leave from 01.03.2020 to 28.03.2020 with limited access to my e-mail/mobile, so there will be a slight delay in my response. For urgent queries, please contact: Mr. Karthik Operation manager (k.karthik@mexxor.com<mailto:k.karthik@mexxor.com>) Mobile: +971 50 6572023."
1293,Deactivated,"There seems to be some confusion here. I'm already in touch with Aakshey
and Divesh from your team. Apologies for missing your email.
Thanks,"
305,AgreedToMeet,Will do it.
209,AgreedToMeet,"Apologies for the delay in replying and thanks for introducing the
opportunity. The company and role seems to have a lot of potential and I
would be happy to discuss with you further. My contact need is 07762026992
and I will be available on Monday 11-1pm to have quick chat about the role
and discuss why do you think I might be a good fit for the role. Please let
me know if the time works for you.
Kind regards
Chee Hau"
3048,OutOfOffice,I am out of the office until 07/12/2021.In my absence please contact the IT Help Desk if you are in need ofimmediate assistance phone x5855 or eMail 5855@nhbb.com.   Otherwise Iwill respond to your email as soon as possible
2359,Unsubscribed,Pls remove me from the mail list
3150,OutOfOffice,I will be out of the office until Monday July 19 2021 but will bechecking emailperiodically. I will respond to non-urgent emails when I return.-- Sandra KeytonVice President Human ResourcesWebsite Your message cannot be delivered
1749,OutOfOffice,"Merry Christmas and Happy New Year!
I will be out of the office ""until next year"" and will reply when I am back on January 2, 2020."
885,Deactivated,"Unfortunately I dont live in the area you stated in the description I live in Derbyshire
Cheers
Stuart Mayer"
2234,OutOfOffice,"I'm OUT OF OFFICE coming back on monday 21/september
During OOO I'll not have access to mails and phone calls."
917,OutOfOffice,I am out of office.
3120,SeekingMoreInfo, Spoken to S Ganapathiappan  Mobile: 9940192322  he has requirement of 4 staff skilled category for Chennai  Tamilnadu . sgappan@amrep.inmailto:sgappan@amrep.in .Aside to Kiran  please get in touch for further action .DTSSPrabhat KumarDescription
2876,OutOfOffice,"Thanks for your email. I am currently on leave, am back in the office on the 11-01-2021.
Thanks AJ"
