,Category,Response_preprocessed
2093,SeekingMoreInfo,Thanks for reaching out. We may be interested in a temporary or temporary to permanent arrangement for a senior recruiter with experience in clean energysustainability. Would you have any in the U. S. 
637,Retired,I retired from MORPC on Wednesday November 6 2019.  Please direct all inquiries to Niel Jurist at njurist@morpc.org or by phone 614-233-4126.If this is a personal request please email me at birdcage0830@outlook.com.
1270,Deactivated,Not interested at this time. . Thank you . .
186,MovedOut,"Thank you for your e-mail.  Craig Riddell is no longer with LoanLogics.  If you need an immediate response please reach out to colleen. sheridan@loanlogics.com,colleen. sheridan@loanlogics.com. "
3037,Deactivated,No thank
1559,OutOfOffice,I will be out of the office for the holidays from Monday Dec 21'st through Friday Jan 1'st returning on Monday Jan 4'th. 
1834,Deactivated,AT  this time we are covered for our risk assessment software and we are not looking to make a change.
932,Unsubscribed,Pls remove my email id from your database. I do not want to invest
1442,ReferredSomeone,Please reach out to Vinaya on vinaya. mary@vogo.in
3371,OutOfOffice,I am currently traveling for business so my responses may be delayed.
2612,SupportAutoResponse,This is to inform you that your reported requestissue has been added to the AMBIT-IT Service Desk with Ticket ID 1914
2234,OutOfOffice,"I am currently out of the office returning on Monday August 24th. Best wishes Chris. 
This e-mail is for the sole use of the intended recipient and contains information that may be privileged and/or confidential. If you are not an intended recipient please notify the sender by return e-mail and delete this e-mail and any attachments. Certain required legal entity disclosures can be accessed on our website: https://www. thomsonreuters.com/en/resources/disclosures. html"
2725,ConnectLater, Thank you for reaching out. Unfortunately I am not currently looking for a move. As you may have seen in the news Glennmont has recently been acquired by Nuveen which brings with it various benefits that I would like to see how they play out in the next 6-12 months. I may however be open to opportunities after this time so please feel free to get in touch with anything that you think may be of interest at this point 
1274,SeekingMoreInfo,Apologies for having missed your mail. Could you please help me with the commercials for the programme
2359,SeekingMoreInfo,Apologies for the delayed response. What are of Birmingham is this company basedAlso in terms of size What is the yearly turnover fir this companyI have just qualified with ACCA and am keeping an eye out for new opportunities. Also in terms of travel can this be split into a hybrid working from homegoing into the office
608,SupportAutoResponse,Your request 1866 has been received and is being reviewed by our support team.To add additional comments simply reply to this email. Subject: Attend our FREE webinar on identifying challenges in growing your business 
1766,SupportAutoResponse,Your request 1825 has been received and is being reviewed by our support team.To add additional comments simply reply to this email. Subject: Attend our FREE webinar on identifying challenges in growing your business 
152,SeekingMoreInfo,Please share the terms and commercials for our reference. Below is the JD for this requirement
1707,SupportAutoResponse,Attention the email address your message was sent from was not found in our database.nbsp Therefore we are unable to create a case at this time.Please contact your company administrator to be granted permissions for opening tickets via email
2444,Deactivated,Thank you very much for contacting us. At the moment we are not interesting to these subject area. 
1738,SeekingMoreInfo,Rumita Chatterjee would like to recall the message Technical ring Support  Splenta . 
2187,MovedOut, thank you for your email. Charmaine Khurana is no longer working with Cushman  Wakefield.  Please email Disha Arora at disha. arora@ap. cushwake.com or Sitara Achreja at sitara. achreja@ap. cushwake.com.     
732,ReferredSomeone,Thank your for your email. I am unavailable to respond to your email. Please contact gpascale@capitalcaring.org for any questions or assistance. 
3121,MovedOut,Thanks for getting in contact I have now left Altum Consulting. Please get in touch with david. mcdowell@altumconsulting. co. uk and he will be able to assist. If your query is relating to a finance or contractor query please email finance@altumconsulting. co. ukFor anything urgent please call the office on 020 38001430. 
2173,SupportAutoResponse,Thank you for reaching out to us. Your ticket has been created and thenbspTicket ID is 4317 for your reference. You can expect a response from one of our support executives shortly. Sincerely Support Team. Crediwatch Information Analytics Private Limited
3103,SupportAutoResponse,Submit a ticket via the ServiceDesk
24,AgreedToMeet,Yes Varun. Sorry for the delayed response. We have been looking to replace our ASO guy. Hoping to finalise the new guy this week. We can probably get on a call next weekWhats your number 
2865,ConnectLater,we do our own drawings in house and have anything else completed by our customers thanks anyway have a great day
159,ReferredSomeone,Please reach out to eradi. ramya@aujas.com  roopa. g@aujas.com
862,ConnectLater,It is already circulated among our students.
3387,SeekingMoreInfo,Thanks for reaching out. Can you reveal who the manufacturer is I could beinterested but there are a few companies for whom I would not work. Alsois the role covering Ireland only
903,SeekingMoreInfo,Hey ChrisI am reaching out in reference to your email conversation with my colleagueZac regarding our digital marketing offerings. I am a senior marketing consultant @ foreignerds.com and I will be glad toassist you further. As requested here is some quick info about us :   - About Foreignerds Inc.   
2463,MovedOut,I no longer work for Maven Dental and if you require eting support please contact Chris Williams General Manager who will forward your query onto my replacement that starts on 8th February. Email:  chris. williams@mavendental.com. au
1231,MovedOut,You have reached an inactive email account for Marco Trujillo who is no longer employed at Instituto del Progreso Latino.  For inquiries about Instituts IT Department please contact Ian Shaping at i. sharping@idpl.org
3301,MovedOut,Thank you for your email.  Effective 4/10/2020 I am no longer working at RMCHCS.  If you need immediate assistance please contact Dana Wright at dwright@rmchcs.org/
445,ConnectLater,Thanks for reaching out. Currently we are not adding anymore services due to pandemic. Ill get in touch with you in case we are planning in future. 
3339,MovedOut,"Thank you for contacting Youngs et Company. We regret to inform you that  is no longer with Youngs et. Please direct any future correspondence to Upendra Nerilla at Upendra. Nerilla@rndc-usa.com,Upendra. Nerilla@rndc-usa.com. "
