,Category,Response_preprocessed
4458,OutOfOffice,"PLEASE READ THIS MESSAGE CAREFULLY. 
I will be out of the office on 10th April 2021 Due to Holiday for regional Festival(Good Friday) . I will not have access to e-mail during this period. All messages will be reviewed upon my return on 13th April 2021"
1715,Deactivated,We do not have any additional requirement of advisory service. We are US based company and we have in house team along withour US counterpart managing our financial and compliance department. 
4185,OutOfOffice,"Thanks for your mail. I am in a full day workshop from 8th to 10th
Jan. Kindly account for delay in response. "
4498,OutOfOffice,"Thanks for sending an email my direction
I will be out of the office Wednesday September 9th through Friday September 11th with very limited access to email. "
890,ConnectLater,We will respond to you as soon as possible
3210,SeekingMoreInfo,I have been receiving your emails since quite some time now. To take this discussion ahead may I request you to send me at least one profile each for the following skills and who are immediately available:  1.  Tech Lead for Frontend technologies like ReactJs and Reactnative  2.  Backend engineerswith exposure in springboot microservices and AWS  3.  DevOps Engineers  4.  Automation Test Engineers with experience in Performance and Security testing
4020,Unsubscribed,Thank you for your email however we have an excellent stable of detailer and we are very happy with them. I dont see us expanding our detailer roster at this time. We respectfully request to unsubscribe
3450,SeekingMoreInfo,Also we would like to go through the other terms and conditions you have. Can you please send us the agreement draft
3299,SeekingMoreInfo,What are your commercial terms and approach towards recoveries
1486,Deactivated,We dont require such a service as of now. Thanks for reaching out. P. S My name is not Hardik :
2725,ReferredSomeone,I am Abhijit Kulkarni and work with Phiroze in Business Development. Phiroze would be away from action for a few days as he needs to undergo a surgery. He is doing fine. Please contact me for any discussions demos or decisions that need to be taken. My email ID is abhijit. kulkarni@kpoint.com abhijit. kulkarni@kpoint.coma. You can call me on 9422031355. 
3999,Unsubscribed,I made myself clear before. Do not continue to email me please. I am not your ideal customer. 
3531,SeekingMoreInfo,You need to pick up with my HR team who choose which recruiters to use. 
2801,ReferredSomeone,This inidual is no longer an employee of Barneys New York. No further information is available. Thank you. 
370,AgreedToMeet,Done. 
1716,Deactivated,Thank you for your mail. At this point in time we are not interested in an AI Sales Assistant though. 
148,AgreedToMeet,Below are my coordinates. Do feel free to get connected anytime between 10am to 6 Pm tomorrow. We shall discuss. 
4253,OutOfOffice,Im out of office until Monday so will get back to you then. 
3494,SeekingMoreInfo,Thanks for the details  What are your charges 
2759,ReferredSomeone,Thanks for your message a colleague of mine who is responsible for installtion will contact you. Mr. Hermann BerenzenHead of Installation
4729,OutOfOffice,I am OOO and please expect a delayed response to your email. Back in the office on Monday October 18
3758,Unsubscribed, I am not interestedAnd can you please remove my work email from your contacts
769,ConnectLater,We are working from home if there are any requirements coming up in futurewe shall contact you
2101,Deactivated,Looks like this is an automated email. I have communicated to Aaks will get in touch with him by this month endly do not send any further emails. 
2837,ReferredSomeone,Debbie has left PagerDuty in pursuit of a new adventure. If you needto reach someone here please email info@pagerduty.com or give us acall at 866 935-1337. 
3047,SeekingMoreInfo,We have vacancies now for this reason we called couple of times anddropped a message to one of your employees Mr. Benoni who was worked withus before but there was no response. So we approached other Consultancy. Can you please ask your employees torespond on time. 
707,ConnectLater,We are not in a company establishment stage yet. I will certainly revert if we have any such requirements in near future. 
3912,Unsubscribed,Please stop 
2599,ReferredSomeone,I have retired
1797,Deactivated,Thank you for reaching out. We are currently not interested
3186,SeekingMoreInfo,We are currently looking for:Business Development Manager for Clinical waste - must understand NHSprocurement and be able to design and deliver a front and back of houseservice offering. Needs to be Midlands based. plus bonusTechnical Sales Executive Bristol area - Junior position requiringunderstanding of hazardous waste or a chemistry based technical sale. Willbe developing an area virtually from scratch so we arent looking forsenior people for this role. 
1232,ConnectLater,I have forwarded your email to Alpha Madam Head of Placements
4674,OutOfOffice,"Thank you for your email. 
It is a bank holiday in Mumbai on 10-Apr-2021. I shall respond upon my return on Monday 13-Apr-2021. Your email will not be auto forwarded. For very urgent matters please contact me on +91-9820399681. 
"
2434,ReferredSomeone,Ray is no longer with the company. . . please forward any emails to Dave Mauldin - DavidMauldin@ohionational.com
3800,Unsubscribed,Stop sending mail to me. 
2589,ReferredSomeone,Please send copy all your future communications to my Accenture email id rajesh. a. vv@accenture.com
3803,Unsubscribed,Thanks for reaching out. However we do not require such services as our systems are already in place. Please do not send any more mails in this subject. Take care and stay safe
1534,Deactivated,If I have not replied your 5 emails by now you must understand that I amnot interested in following your Wellness program and perhaps it was aninquisitive inquiry on my part. But kudos to you on being perisitent and following up even with such littlepossibility of hope. . Persistance and hope is what we need in our lives right now
366,AgreedToMeet,You could reach me on 7709041221
583,AgreedToMeet,Sounds good
3432,SeekingMoreInfo,Please send me your rate card based on hourly rates and experience bandswith your entire inventory listskill sets your team possesses. 
743,ConnectLater,"Thank you for email and your interest in assisting Telford with an Emiratisation program.  We are currently reviewing the requirement for such a programme. We will hold your email on file for future reference and will reach out should we need assistance in the future. Please send any future recruitment queries to Telford to our dedicated recruitment email address  recruitment@telfordoffshore.com,recruitment@telfordoffshore.com"
3857,Unsubscribed, I do not deal with recruitment and Wates SES have preferred recruitment agencies. Please remove me from your mailing lists. 
3615,Unsubscribed,Please take me off your mailing lis
3167,SeekingMoreInfo,send me your company profile
1473,Deactivated,Please dont spam If required I will reach out to you
379,AgreedToMeet,Please let me know if we can connect at 4PM
4321,OutOfOffice,I am on leave with no access to emails . I shall be back to work on19th October 2021Request you to connect with Shubham Jaggi at jaggishubham@ups.com or Nusrat Khalife - knusrat@ups.com for any help needed 
