,Category,Response_preprocessed
1516,Deactivated,We do not use SAP
430,AgreedToMeet,Thanks Punit. Pls share your number Arjun
1033,ConnectLater,Thank you for your recent e-mail. I am not however involved in the recruitment process but have copied our People department so that they can advise further 
1484,Deactivated,I am currently in secure employment and therefore not interested in the current vacancy
2851,ReferredSomeone,Please send further mails to arunpandiyan@meghaeng.com
3089,ReferredSomeone,Your email is being auto-forwarded to my new email ID arjun. sirur@cotmac.ioKindly note that my email id has been changed and new email is arjun. sirur@cotmac.ioYou are requested to save the new email ID in your contact list. Henceforth kindly send your emails to my new email ID. 
2145,OutOfOffice,I am away on leave and will be back at work on 14 September. 
3392,SeekingMoreInfo,Can you please send me the brochure
3953,Unsubscribed, Thank you for your email. However I am not the right person to engage for your request. Also my organization already has their own finance team who take care of everything. We do it internally and do not outsource majorly. Therefore I would request you to kindly take me off your list. 
913,ConnectLater,thanks for your e-mail and sorry for not answering sooner. At the moment we are not interested in your proposal but we have noted your reference and we will let you know if this will change
994,ConnectLater,To match our business requirements we went ahead with ERP through a different partner. 
3115,ReferredSomeone,my last day with Robert Half was 9/3/2021. Please contact Matt Prizinsky Matt. Prizinsky@RobertHalf.com. 
2908,ReferredSomeone,Please update your address book and reach out to the following awesome Elementals instead steve. mundro@elemenohealth.com
2668,ReferredSomeone,Thanks for your email Youve reached Fernando Fungos inbox but we are sorry to say they are no longer with the organization. Please send all correspondence to Dan Watson DWatson@hydrafacial.com. 
1390,Deactivated,Im not interested in this opportunity. Thanks for the consideration. 
1438,Deactivated,I did receive the email and appreciate the request at this time I am not in roles of Safety thanks
289,AgreedToMeet,Thanks for your email. You can refer to me as Charan. I confirm that 14th July 201 at 4. 30pm SGT 2pm IST is suitable for ourZoom discussion. Thanks. 
3397,SeekingMoreInfo, ndWe usually prefer bulk orders. :However would be happy to help you with this but bulk pricing wont be applicable. We will charge INR 8000  GST for the full site. Lumpsum. Would you like to start with a complimentary 200 word sample
533,ConnectLater,Thank you for writing. We will get back to you when we have requirementsfor vendor support. 
3525,SeekingMoreInfo,Ashish Thanks for your mail can you please share details of services under Pest Management  
2893,ReferredSomeone,My new email id is asingh@tatapower.comKindly use this id for all further communications. 
3206,SeekingMoreInfo,How many days are required for this detox program as ideally I cant come for too long a duration
3327,SeekingMoreInfo,Share your number.   
3518,SeekingMoreInfo,Please find attached company profile. Please fill free to ask your query if any. 
2988,ReferredSomeone,Ricardo Rivas is no longer with Tellepsen. Please contact the main office to be routed to the appropriate person. Contact Us
325,AgreedToMeet,Thanks for your kind message. Will arrange a team meeting next week. 
3638,SeekingMoreInfo,Please give me two weeks time. 
1157,Deactivated,Thanks for reaching out. Currently we are not working with any consultancy. We are hiring people via referral or LinkedIn. 
429,AgreedToMeet, Thank you for receiving this email as you know my experience of management in Solar hes like a home game. Is this for b2C our B2B business Because I prefer B2B business. Can you please call me around 5 oclock Dutch time so we can talk about these opportunitiesAnd Im also looking forward to hear from you. Met vriendelijke groet
342,AgreedToMeet,I am currently in Azerbaijan my local mobile number is994 050 233 7326. I am busy today but should be OK for a call from tomorrow onwards. 
2191,OutOfOffice,"I am out of office with limited access to emails phone and TEAMs starting on Friday October 30th. I will return to the office on Monday November 2nd. 
"
2375,OutOfOffice,Thank you for your mail. I will be on vacation until 12th October and will not have access to my emails. I shall respond to your mail once I resume.in my absence you may reach out to Archana Shashi on archanas@versa-networks.com
1455,Deactivated, We are a steel warehouse - do not use dwgs  etc
453,AgreedToMeet,Yes when could we set up a call
3918,Unsubscribed,I am not interested please dont send email
3468,SeekingMoreInfo,Please share your proposal. Will get back to you soon. Should you have any query please feel free to contact. --Thanks  
1686,OutOfOffice,"Thank you for your email. 
I am out of office today. 
If you need immediate assistance during my absence please contact my colleague Akanksha at akanksha. singh@ekaplus.com. "
4024,Unsubscribed,No. Thanks. No need to send us mails
1143,Deactivated,We are not interested at this time. 
2699,ReferredSomeone,Email no longer in use. Please re-send your email to lisa. todd@tercelmedgroup. co. uk or info@tercelmedgroup. co. uk
2421,OutOfOffice,I am just returning to the office from an extended leave. Please know my response will be delayed as I get caught back up to speed. If this requires urgent action please shoot me a slack or text message at 847-385-8985. 
2476,OutOfOffice,I am currently out of the office.  I will be replying to emails from time to time.   
755,ConnectLater,Thanks very much for your note.  We are all set with our resources at this time.  If things change I am happy to reach out to you.  I wish you all the . 
1301,Deactivated,Thanks for connecting however I do not oversee staffing. 
1729,OutOfOffice,Thank you for your email. I am now on annual leave returning Monday 4th October. If your message is urgent then please contact any other member of our Exec or of course ring me on my mobile  -  thank you 
260,AgreedToMeet,Phone no. 00962777668470
2559,ReferredSomeone,Can you send this to sales@katprotech.com 
2266,OutOfOffice,"** Special Message **
I am out of the office on vacation and will return on Monday Jan 6th. 
I will check email once a day during this time. If you need me urgently please text or call my mobil"
1451,Deactivated,Thanks for sending this though I am not interested at the moment as I have a contract until September which is likely to be extended further. 
1129,Deactivated,Not at this point. Will reach out if we need anything. 
2216,OutOfOffice,Thank you for your email. I am out of the office on vacation returning Monday December 21. I will be checking emails periodically. For urgent matters do not hesitate to call my mobile- 419-265-9115. 
