,Category,Response_preprocessed
2706,OutOfOffice,Please note that I am currently out of office and will return on 13 October 2020. The limited access to my e-mails can cause delay in the replies during my absence.
483,Deactivated,"Thank you reaching out.
We are currently satisfied with our payroll system and processes and it has been working well.
Regards
Yasmin"
887,OutOfOffice,I will be at an offsite Thurs 11/7 and Friday 11/8 and slower to respond to email. Please text 425-677-5890 if something is urgent. Have an awesome day and weekend! b
400,SeekingMoreInfo,"Sending herewith the engagement letter for your acceptance and send us
filled Vendor Form (along with crossed cheque, GST registration copy, PAN
card of the company)
On receipt of the same from your end, Deepika pls share all Raj Team's
MRNs
Thanks
Harish"
2469,OutOfOffice,"I will be on vacation 09/08/20 thru 09/11/20 If you need assistance please e-mail directly to tim.isbell@doncosolutions.com or linda.durham@doncosolutions.com. I will be back in the office on Monday 9/14/20.
Thank You"
262,OutOfOffice,"Thank you for your email.
I am out of the office today.
I will return Thursday 9/17/20. If you need immediate assistance please contact the office.
Thank you and best regards,"
2180,AgreedToMeet,"Yes, I am interested."
2939,OutOfOffice,I am currently out of the office and will reply on my return.
991,Deactivated,Thx - but not for us right now.
1986,Unsubscribed,"Please remove, we are not interested. Michal"
820,ReferredSomeone,"Please note that effective immediately Dr. Rajiv B. Lall's e-mail address has changed. In order to reach him please ensure that all future mails are addressed to rajiv.lall@idfcinstitute.org
Thanks & Regards
Rajiv Lall"
471,OutOfOffice,I'm out of the office on vacation returning June 17th. I will return your message as soon as possible.
2533,OutOfOffice,"I am currently out of the office and will be returning on Monday, July 6. I will be checking emails periodically but please expect a delayed response."
943,OutOfOffice,"I will be out of the office thru (9/14). I will be back in the office Tuesday 9/15. Please send enquiries to Sales.KS@vulcraft-ne.com.
Thanks."
1591,OutOfOffice,"Thanks for your email.
I am OOO till 31st Dec 2019 with no mail access."
450,SeekingMoreInfo,"Do you have provide any support in Guntur, Andhra Pradesh. Our
house has been leased to an office space for the last 4 yrs and has
completed the tenure. I'm looking for support to identify a new tenant i.e
lease as an office. Pls let me know.
Thanks,
Kiran"
2662,Unsubscribed,"Can you please remove me from your list?
I don't have any hiring responsibilities in my current role...
Thanks Melinda"
2595,OutOfOffice,"I am out of office till Jan 4, 2021 with limited access to emails."
2331,OutOfOffice,"I will be out of the office 09/18-09/24/20. Otherwise, I will respond when I return 09/25/20. Thank you for your patience."
2072,ConnectLater,"Due to the covid-19, our company is not working, we are trying to open ASAP, and once the company is open I will provide you our representative contact."
1355,OutOfOffice,"I am out of office, please expect delay in response to your mail."
1311,ConnectLater,"Thank you for your mail. We
Will reply as soon as.
Regards,"
1530,SeekingMoreInfo,Sounds good to me. Can you please call me some time in next week?
1438,ConnectLater,"Currently am in Saudi Arabia and if I need any clarification or any queries, I approach you sure in the future.
If you are conducting any webinar or training I would like to participate in it am interested to gain some knowledge in the oil analysis field."
393,OutOfOffice,"I will be out of the office . I will be returning on 12/29/2020 if you need assistance with something please call the transportation dispatch office at 801-936-1260.
Thanks"
3028,SeekingMoreInfo,Yes happy to talk it does sound interesting. But I dont also want to give you false hope it need to be a compelling offerpackage to shift me from my current role at Griffin as wexe2x80x99re doing some really interesting things.Somebody else - have you looked at Miles Thomas my old colleague ex Savills Energy. Or also Simon Fox also ex Savills Energy.
3048,OutOfOffice,I am out of the office until 07/12/2021.In my absence please contact the IT Help Desk if you are in need ofimmediate assistance phone x5855 or eMail 5855@nhbb.com.   Otherwise Iwill respond to your email as soon as possible
1980,SeekingMoreInfo,How will you charge us for your services?
675,ConnectLater,"Your company is shutdown for current scenario
I'll contact you further requirements
Thanks&regards
Divyesh"
823,OutOfOffice,"I am on leave, returning back to work on 21st Dec.
Regards
Sudarshan"
1613,OutOfOffice,"ÔªøThank you for your email, I‚Äôm currently out of the office however my colleague Kerry Wilson will be monitoring my emails and redirecting any urgent enquiries to the most relevant person until I return."
1702,Unsubscribed,Sorry I am not concerned and do not send mails to me.
3153,ReferredSomeone,Im on medical emergency leave.
1512,OutOfOffice,"I am out of the office on annual leave from Thursday 24th December 2020 until Monday 18th January 2021.
The Finance office is closed from 24th December until 4th January."
2992,AgreedToMeet,My phone number is 07961725985.I will be available to chat on Monday after 3 pm.Best 
1507,Deactivated,That‚Äôs not really my area so it‚Äôs not for me thanks.
3122,Deactivated,Thanks for your email. Hope you and the team at Data Journeys are well.Speaking with the team before Christmas were still happy with currentteam size at the moment and will likely stay at current levels for at leastthe next 3 months unless a large project comes in where we need to ramp up.Will reach out though should that happen.
301,SeekingMoreInfo,"I'm in Ghana and I'm into farming (crop). I saw your stuffs online long ago
and I wanted to know how it works."
1150,OutOfOffice,"Thank you for your email.
I am currently Out of Office for Business Meeting. During this period i will be having no or limited access of mails & calls, so you can expect delay in response"
2618,Deactivated,I work for an NGO and don't need such service or take such decisions.
3080,Unsubscribed,Pleasure stop e-mailing me.
2424,ConnectLater,"Presently we do not require said service , we call you if any service is
required."
2504,ConnectLater,"Thanks for reaching out.
We are currently not taking on new empanelment.
Someone from the team will touch base with you once we start the process."
479,OutOfOffice,I will be out of the office Mon Sept 14th and returning Sept 21st .
2926,OutOfOffice,Thank you for your email. I am currently out of the office and will be returning on Monday November 30th.
560,Deactivated,"Not interested
Thx"
2380,AgreedToMeet,Sure
2176,Unsubscribed,Please stop emailing.
3170,OutOfOffice,I am currently on annual leave in my absence please contact Lucas Worsley on 0161 355 4120. If you are sending a timesheet please send it to tori@brs-construction.co.uk
772,Unsubscribed,Please unsubscribe me from your mailing list
2226,OutOfOffice,"Thank you for your email. I will be out of the office until Wednesday, October 28th and will have limited access to email. I will get back to you as quickly as I can. If you need immediate assistance, please contact Cindy Ash cash@techproviders.com
Thank you,"
2238,Unsubscribed,I am not interested.
1342,OutOfOffice,"Thank you for your email. I‚Äôm currently out of the office, enjoying my own personal time."
2899,AgreedToMeet,"Thank you Bill and hello Amruta.
I would be interested in seeing a demo of your product. Can we set a time up for Wed. or Thurs of next week?"
2985,ReferredSomeone,Kindly note my new email id : aduggal@duggal.inmailto:aduggal@duggal.in for all future correspondence.As the current email id aduggal@shriram.commailto:aduggal@shriram.com would be inactive very soon.Kindly also note other details mentioned below which would remain the same:Office Add: 709 Ansal Bhawan 16 K.G. Marg New Delhi x96 110001 IndiaOffice Tel: 91 11 41515124Mobile No. : 91 9810188999Home Add: A4 West End New Delhi x96 110021 IndiaHome Tel: 91 11 24114540
841,OutOfOffice,"I am on leave today with sporadic access to mails and shall respond by the evening.
Have a nice day!
Regards
Rajesh
This message contains information that may be privileged or confidential and is the property of the KPIT Technologies Ltd. It is intended only for the person to whom it is addressed. If you are not the intended recipient, you are not authorized to read, print, retain copy, disseminate, distribute, or use this message or any part thereof. If you receive this message in error, please notify the sender immediately and delete all copies of this message. KPIT Technologies Ltd. does not accept any liability for virus infected mails."
