,Category,Response_preprocessed
1608,Deactivated, I have moved to a new job so will not need your services. Thank you for reaching out anyway
3768,SeekingMoreInfo,Please share your contact details we will connect you to discuss further .  
3496,SeekingMoreInfo,We have below manpower requirement on urgent basis. Sales Requirement1         Sales: Experience in Automation PLC SCADA HMI Panelintegration Drives Project Sales Panel sales  costing.industrypreference-  Siemens  Fox Solutions are first priority and  2nd priority will be Rockwell Automation Rockwell system house Intact Automation COTMAC  Dhruv Automation  Schneider Mitsubhishi SakshiMachine Tool venkateshwara automation  controls pvt. Ltd. TrimasysControl Solutions Pvt Ltd. are more preferable.  1.       Sr. Sales Engineer: Exp above 8 yrs age up to 37 qualificationany degree from Electrical or Electronics stream. Pune Location-Male2.       Sales Engineer: Exp above 3 to 5 yrs qualification any degree fromElectrical or Electronics stream. Pune location-Male or Female Kindly share relevant profiles
3490,SeekingMoreInfo,Let us know if you work on legal retainership basis 
2547,OutOfOffice,Thank you for your e-mail. I will be out for part of the morning with no access to e-mail. If you require immediate assistance please contract Carrie Kelly at Carrie. Kelly@altertrading.com or her direct line at 314-782-2456. If not then I will reply to your request when I return. 
3857,Unsubscribed,Please delete me from your list no interest from my side
1392,Deactivated,Thanks for the emails 3 I did receive both. The salary is not high enough to match my current salary nor tempt me away. 
2094,OutOfOffice,I will be away on vacation from Oct. 1 to Oct. 11 2021 returning on Tuesday Oct. 12 2021. I will be checking my emails on a very limited basi
918,ConnectLater,Sorry due to my busy schedule I didnt get a chance to fill out thesurvey form. I will fill it today. 
296,AgreedToMeet,Thanks for your email we at bellurbis is into resource augmentation for ITcompanies for their Technical recruitment.in case you are interested to support our company on the same. We can jumponto a call to discuss further. 
2519,OutOfOffice,"Thank you for your email. 
I am currently Out of Office for Business Meeting with no or limited access mails so you can expect delay in response. 
You can get in touch with the below concern for related assistance. "
895,ConnectLater,I have just recently moved to a company and will not be looking in the near future. Thank you for considering me
1677,Deactivated,We do not use SAP
602,ConnectLater,Thanks Ms Maya Sachdev for sending information on Atmantan Wellness Center . I am interested to visit and stay on one of the weekends and see it once and in second visit will plan longer stay for wellness program. The site hospitality cleanliness property upkeep food etc appears really amazing. Shall definitely try once and will let you know in advance. 
1575,Deactivated,Thank you very much. sorry but not interested as we have other places weare using
882,ConnectLater,Yes . I connected with Gladys as well on this. 
3346,SeekingMoreInfo,Have not heard from Sumit Desai yet. 
3188,Retired,"Thank you for your message. Please be advised that Brian Wixson has retired from LAFCU.If you need immediate assistance please reach out to Jannereth Chief Technology Officerat ejannereth@lafcu.com,ejannereth@lafcu.com.Thank you."
1323,Deactivated,Ive seen quite a few mails from atmantan Right now Im not interested but I was happy to see a wellness Center on these line
1224,Deactivated,Not something for me Im afraid. 
755,ConnectLater,Please avoid last mail. 
169,AgreedToMeet, Apologies for delay in reply your mail had gone to my junk mail and Ive just seen this now. Im very much interested in this opportunity please see attached my resume for consideration. Im available for a call ro discuss the role in more detail please let me know when is a suitable time for a chat
3230,Retired,As of October 1 2020 Jerry Morgan has retired from PassTime. Please direct any email communication to Sr. Software Developer Shaundra Linsley at slinsley@passtimeusa or EVPCTO Todd Goodnight at tgoodnight@passtimegps.com.If your matter is urgent please contact PassTimes office at 303 962-3000 to be forwarded to someone that can help you.
3243,SeekingMoreInfo,What type of this project
3667,SeekingMoreInfo,Thank you kindly for your email and explaining your program to meNowadays i am doing little India travelling so perhaps you mightrecommend some of your sister programs in Europe. 
500,ConnectLater,Thank you for the note. We are not needing recruiting assistance right nowbut if things change in the future I will be sure to reach out. 
2000,MovedOut,"Thank you for your e-mail.  Craig Riddell is no longer with LoanLogics.  If you need an immediate response please reach out to colleen. sheridan@loanlogics.com,colleen. sheridan@loanlogics.com. "
3113,ReferredSomeone,Thank you for your email. I am moving on to new challenges ahead. Please reach out to Manish Shah   manish. shah@verint.com   respective team members for all the support needed. Wishing you  family all the BEST ahead
807,ConnectLater, TanazThank you for reaching out and sorry for the delay. Appreciate your interest in my profile for internship opportunities. As I am part of the placement committee member of MBA in Digital EnterpriseManagement 
3252,SeekingMoreInfo,Please find attached a word version of my CV. I am trying to take my address off it but it is not allowing me because I am doing it from my phone 
3917,Unsubscribed,Please take me off of your list. 
2097,OutOfOffice,Thank you for your email. I am on leave on 30th Sep and 1st Oct and hence kindly expect a delayed response. Please reach out to Puspanjali Das Soumya DashAarthi Priyankhaa  for EU and Naincy Kumar Babitha Basavaraj Deepika Nagendra Shruti Kalkundrikar for FSDC related mattersManavi Shanbhag
72,AgreedToMeet,Thank you for the follow up. You can call me on 7032917100
3040,ReferredSomeone,This address was replaced please forward all and future communications to:rolando@myiss. netThank you
1511,Deactivated,No 
4127,Unsubscribed,Sorry please remove me from your mailing list
974,ConnectLater,In case of any requirement will revert. 
592,ConnectLater,Currently there no requirementsWill get in touch if something comes up . 
3290,SeekingMoreInfo,Kindly send to us your Ex proof flushing unit  Oil Purification Unit catalogue. 
